movieId,title,year,image,imdblinks
42,Dead Presidents (1995),1995,https://image.tmdb.org/t/p/w500//eGfsSXizR11tTHVo0kuOOFPAxZt.jpg,https://www.imdb.com/title/tt0112819/
43,Restoration (1995),1995,https://image.tmdb.org/t/p/w500//z1YM3WFZnF2NwHT5IRGYUcvZBSl.jpg,https://www.imdb.com/title/tt0114272/
44,Mortal Kombat (1995),1995,https://image.tmdb.org/t/p/w500//fcK7tzSSXMYiMN8E9KlZJL1BYyp.jpg,https://www.imdb.com/title/tt0113855/
45,To Die For (1995),1995,https://image.tmdb.org/t/p/w500//aedhsShrlJVhLlwhtlmFJgR4Szs.jpg,https://www.imdb.com/title/tt0114681/
46,How to Make an American Quilt (1995),1995,https://image.tmdb.org/t/p/w500//vwYRaERccwXWCYrTzeWRZRarJOo.jpg,https://www.imdb.com/title/tt0113347/
47,Seven (a.k.a. Se7en) (1995),1995,https://image.tmdb.org/t/p/w500//69Sns8WoET6CfaYlIkHbla4l7nC.jpg,https://www.imdb.com/title/tt0114369/
48,Pocahontas (1995),1995,https://image.tmdb.org/t/p/w500//kZ1ft0QZ4e3zDUPMBftEkwI9ftd.jpg,https://www.imdb.com/title/tt0114148/
49,When Night Is Falling (1995),1995,https://image.tmdb.org/t/p/w500//f9edMkT6bLXVvZICn47ARnQ1Iu5.jpg,https://www.imdb.com/title/tt0114916/
50,"Usual Suspects, The (1995)",1995,https://image.tmdb.org/t/p/w500//bUPmtQzrRhzqYySeiMpv7GurAfm.jpg,https://www.imdb.com/title/tt0114814/
52,Mighty Aphrodite (1995),1995,https://image.tmdb.org/t/p/w500//cm0oPKizOQlsXpGYvrHvpELfxdi.jpg,https://www.imdb.com/title/tt0113819/
53,Lamerica (1994),1994,https://image.tmdb.org/t/p/w500//nnLpA4mqb3gvhNJQZ00cOyBmeq3.jpg,https://www.imdb.com/title/tt0110299/
54,"Big Green, The (1995)",1995,https://image.tmdb.org/t/p/w500//nVHqIuBTcTLmAIrML7T704UwfNI.jpg,https://www.imdb.com/title/tt0112499/
55,Georgia (1995),1995,https://image.tmdb.org/t/p/w500//uXjfK404xo7SiVlFcAoRyaFqXR4.jpg,https://www.imdb.com/title/tt0113158/
57,Home for the Holidays (1995),1995,https://image.tmdb.org/t/p/w500//a8MslR6deQQVe8JR542XDSwHiPB.jpg,https://www.imdb.com/title/tt0113321/
58,"Postman, The (Postino, Il) (1994)",1994,https://image.tmdb.org/t/p/w500//cUaCpjVDefYShKyLmkcDsiPaBHn.jpg,https://www.imdb.com/title/tt0110877/
59,"Confessional, The (Confessionnal, Le) (1995)",1995,https://image.tmdb.org/t/p/w500//9ApR0PwQdlnvc76NmlbUWkeAK9i.jpg,https://www.imdb.com/title/tt0112714/
60,"Indian in the Cupboard, The (1995)",1995,https://image.tmdb.org/t/p/w500//ozQAmW85tTJu2dhRe3evzyY03Nb.jpg,https://www.imdb.com/title/tt0113419/
61,Eye for an Eye (1996),1996,https://image.tmdb.org/t/p/w500//y2lZSdJ1o0VvLegTw3ad6KFtxra.jpg,https://www.imdb.com/title/tt0116260/
62,Mr. Holland's Opus (1995),1995,https://image.tmdb.org/t/p/w500//kBmwWeSN3ajnYHZ3dSybEobxEPI.jpg,https://www.imdb.com/title/tt0113862/
63,Don't Be a Menace to South Central While Drinking Your Juice in the Hood (1996),1996,https://image.tmdb.org/t/p/w500//HZQBF7JDd2e9p4rPSbSHuWHaCC.jpg,https://www.imdb.com/title/tt0116126/
64,Two if by Sea (1996),1996,https://image.tmdb.org/t/p/w500//xSfqAMYqrTtDeAjPtYo0S8nc5Zz.jpg,https://www.imdb.com/title/tt0118002/
65,Bio-Dome (1996),1996,https://image.tmdb.org/t/p/w500//pjSkGZAvksrbO6tGain8PJ3rfC7.jpg,https://www.imdb.com/title/tt0115683/
66,Lawnmower Man 2: Beyond Cyberspace (1996),1996,https://image.tmdb.org/t/p/w500//nsKDpcdC62krEPlCKKjLSHuMwwu.jpg,https://www.imdb.com/title/tt0116839/
68,French Twist (Gazon maudit) (1995),1995,https://image.tmdb.org/t/p/w500//xlLnHizshGBwMiNrnop2kg2nYzE.jpg,https://www.imdb.com/title/tt0113149/
69,Friday (1995),1995,https://image.tmdb.org/t/p/w500//2lReF53F8trkC68piGSfk0JVwWU.jpg,https://www.imdb.com/title/tt0113118/
70,From Dusk Till Dawn (1996),1996,https://image.tmdb.org/t/p/w500//sV3kIAmvJ9tPz4Lq5fuf9LLMxte.jpg,https://www.imdb.com/title/tt0116367/
71,Fair Game (1995),1995,https://image.tmdb.org/t/p/w500//qcxsWOzBaF7MZNNThtRQWQ9Wrdk.jpg,https://www.imdb.com/title/tt0113010/
72,Kicking and Screaming (1995),1995,https://image.tmdb.org/t/p/w500//186brkmaBmopqcM0dPs71tj9BfM.jpg,https://www.imdb.com/title/tt0113537/
73,"Misérables, Les (1995)",1995,https://image.tmdb.org/t/p/w500//ct1T56BbeE60CsoFhUB4Qmq8kkf.jpg,https://www.imdb.com/title/tt0113828/
74,Bed of Roses (1996),1996,https://image.tmdb.org/t/p/w500//e0Eho8TETw1RhvX9MH9i19Xf1iM.jpg,https://www.imdb.com/title/tt0115644/
76,Screamers (1995),1995,https://image.tmdb.org/t/p/w500//oDGJGbzBkNXhCZfZMR6gjtKkKkI.jpg,https://www.imdb.com/title/tt0114367/
77,Nico Icon (1995),1995,https://image.tmdb.org/t/p/w500//4qO219U8z1XeHLni800jCsbpSs0.jpg,https://www.imdb.com/title/tt0113973/
78,"Crossing Guard, The (1995)",1995,https://image.tmdb.org/t/p/w500//kogaCIIylHmWQo2gJrrdq8Br8b8.jpg,https://www.imdb.com/title/tt0112744/
79,"Juror, The (1996)",1996,https://image.tmdb.org/t/p/w500//i1EXzLNc4c9Xd0xjCmGavb0Hz9k.jpg,https://www.imdb.com/title/tt0116731/
80,"White Balloon, The (Badkonake sefid) (1995)",1995,https://image.tmdb.org/t/p/w500//u6jrlgZZx3zSFPDPTVOYpueljgH.jpg,https://www.imdb.com/title/tt0112445/
81,Things to Do in Denver When You're Dead (1995),1995,https://image.tmdb.org/t/p/w500//oPp6Gbrasox66WyMvPS0k8OakQf.jpg,https://www.imdb.com/title/tt0114660/
82,Antonia's Line (Antonia) (1995),1995,https://image.tmdb.org/t/p/w500//nUCVi6bBIL7LGC61nYaCqikAhIA.jpg,https://www.imdb.com/title/tt0112379/
83,Once Upon a Time... When We Were Colored (1995),1995,https://image.tmdb.org/t/p/w500//45xucuNlia6vEPWYrYu2QlnwgpO.jpg,https://www.imdb.com/title/tt0114039/
84,Last Summer in the Hamptons (1995),1995,https://image.tmdb.org/t/p/w500//g3m93gROYRRgu7lyQPzrka612uK.jpg,https://www.imdb.com/title/tt0113612/
85,Angels and Insects (1995),1995,https://image.tmdb.org/t/p/w500//w1i5JdddoLuzSmnKo5ORDoKdMm2.jpg,https://www.imdb.com/title/tt0112365/
86,White Squall (1996),1996,https://image.tmdb.org/t/p/w500//Aclzt7WliudIQOoluIX8k06r6Fw.jpg,https://www.imdb.com/title/tt0118158/
87,Dunston Checks In (1996),1996,https://image.tmdb.org/t/p/w500//4u4X8uNfKWNQavtef53JBtyYeRJ.jpg,https://www.imdb.com/title/tt0116151/
88,Black Sheep (1996),1996,https://image.tmdb.org/t/p/w500//bV9SCk4QXCi9p1kdDBiYejcMQwK.jpg,https://www.imdb.com/title/tt0115697/
89,Nick of Time (1995),1995,https://image.tmdb.org/t/p/w500//A1FJwUVg84sQSjHVz5jVMXQvifJ.jpg,https://www.imdb.com/title/tt0113972/
92,Mary Reilly (1996),1996,https://image.tmdb.org/t/p/w500//eAOPWQdwytdRaLK3VXi7JFJFqmj.jpg,https://www.imdb.com/title/tt0117002/
93,Vampire in Brooklyn (1995),1995,https://image.tmdb.org/t/p/w500//i8ZD5LsBjwF45MsZ1nCClpvaOcn.jpg,https://www.imdb.com/title/tt0114825/
94,Beautiful Girls (1996),1996,https://image.tmdb.org/t/p/w500//sHcx1fBmrtZYvFmUywU0d5cvIFd.jpg,https://www.imdb.com/title/tt0115639/
95,Broken Arrow (1996),1996,https://image.tmdb.org/t/p/w500//2AlvHCeaZtFeR2H0IDoa2BmXOyK.jpg,https://www.imdb.com/title/tt0115759/
96,In the Bleak Midwinter (1995),1995,https://image.tmdb.org/t/p/w500//cl5WtKNYL7porHGCroRTAKCGlTM.jpg,https://www.imdb.com/title/tt0113403/
97,"Hate (Haine, La) (1995)",1995,https://image.tmdb.org/t/p/w500//bW4tXG8kZ89ZCurPnzDDSzJbeF5.jpg,https://www.imdb.com/title/tt0113247/
98,Shopping (1994),1994,https://image.tmdb.org/t/p/w500//dIt1TZ2cVMIoz2sda8wDQ9OADDq.jpg,https://www.imdb.com/title/tt0111173/
99,Heidi Fleiss: Hollywood Madam (1995),1995,https://image.tmdb.org/t/p/w500//laPSb9I8TuYslOh1OcgaTByWKnw.jpg,https://www.imdb.com/title/tt0113283/
100,City Hall (1996),1996,https://image.tmdb.org/t/p/w500//g6JjdkmdElHIoNVaEso0BmjRDQT.jpg,https://www.imdb.com/title/tt0115907/
101,Bottle Rocket (1996),1996,https://image.tmdb.org/t/p/w500//6E7mJ5wpzTFbYFbJvTzzZ8Til9C.jpg,https://www.imdb.com/title/tt0115734/
102,Mr. Wrong (1996),1996,https://image.tmdb.org/t/p/w500//yGbPzJ5hib2TFi0Rkb6JH8webaL.jpg,https://www.imdb.com/title/tt0117102/
103,Unforgettable (1996),1996,https://image.tmdb.org/t/p/w500//kYSNHF7ZJxiWFykmFCwdQfiQX8W.jpg,https://www.imdb.com/title/tt0118040/
104,Happy Gilmore (1996),1996,https://image.tmdb.org/t/p/w500//4RnCeRzvI1xk5tuNWjpDKzSnJDk.jpg,https://www.imdb.com/title/tt0116483/
105,"Bridges of Madison County, The (1995)",1995,https://image.tmdb.org/t/p/w500//8TfLAfIh5Qxp2J4ZjOafHYhWtDb.jpg,https://www.imdb.com/title/tt0112579/
107,Muppet Treasure Island (1996),1996,https://image.tmdb.org/t/p/w500//k4KW2CUkzDKaCy4H4cS02cO8gvV.jpg,https://www.imdb.com/title/tt0117110/
108,Catwalk (1996),1996,https://image.tmdb.org/t/p/w500//sQ2dk0qd3rhfT1776GcFnLj4s1U.jpg,https://www.imdb.com/title/tt0112646/
110,Braveheart (1995),1995,https://image.tmdb.org/t/p/w500//or1gBugydmjToAEq7OZY0owwFk.jpg,https://www.imdb.com/title/tt0112573/
111,Taxi Driver (1976),1976,https://image.tmdb.org/t/p/w500//ekstpH614fwDX8DUln1a2Opz0N8.jpg,https://www.imdb.com/title/tt0075314/
112,Rumble in the Bronx (Hont faan kui) (1995),1995,https://image.tmdb.org/t/p/w500//1nAfchiXHQB3iyhK8fCJJEnNs5A.jpg,https://www.imdb.com/title/tt0113326/
113,Before and After (1996),1996,https://image.tmdb.org/t/p/w500//oK8UKDrjFS14OFoihaQPfmmMOyI.jpg,https://www.imdb.com/title/tt0115645/
114,Margaret's Museum (1995),1995,https://image.tmdb.org/t/p/w500//c6ZXEVl8pPdlzkoAm5dQ2EZnUoY.jpg,https://www.imdb.com/title/tt0113774/
116,Anne Frank Remembered (1995),1995,https://image.tmdb.org/t/p/w500//6nyhzrSGimCbdxiY8DEO7kI7xx4.jpg,https://www.imdb.com/title/tt0112373/
117,"Young Poisoner's Handbook, The (1995)",1995,https://image.tmdb.org/t/p/w500//d3Lakfy0K1eRHUbay9kMeWdt7y6.jpg,https://www.imdb.com/title/tt0115033/
118,If Lucy Fell (1996),1996,https://image.tmdb.org/t/p/w500//ig5LhLEnlt7QCyYjgui082fO4ih.jpg,https://www.imdb.com/title/tt0116606/
119,"Steal Big, Steal Little (1995)",1995,https://image.tmdb.org/t/p/w500//83TvBaWt8wZHUZo8MKwE2cLRBiT.jpg,https://www.imdb.com/title/tt0114536/
121,"Boys of St. Vincent, The (1992)",1992,https://image.tmdb.org/t/p/w500//cam0cG0UWdUVtQRvFHJXmNtL1hY.jpg,https://www.imdb.com/title/tt0106473/
122,Boomerang (1992),1992,https://image.tmdb.org/t/p/w500//cc9YAZq5NXiIEJsHjW7p2FaHQkp.jpg,https://www.imdb.com/title/tt0103859/
123,Chungking Express (Chung Hing sam lam) (1994),1994,https://image.tmdb.org/t/p/w500//43I9DcNoCzpyzK8JCkJYpHqHqGG.jpg,https://www.imdb.com/title/tt0109424/
124,"Star Maker, The (Uomo delle stelle, L') (1995)",1995,https://image.tmdb.org/t/p/w500//wousyAPimHw7RQVjlvzA8BSr2pt.jpg,https://www.imdb.com/title/tt0114808/
125,Flirting With Disaster (1996),1996,https://image.tmdb.org/t/p/w500//sRRdVLuxk8OLCDRd4u4xDrDdwv7.jpg,https://www.imdb.com/title/tt0116324/
126,"NeverEnding Story III, The (1994)",1994,https://image.tmdb.org/t/p/w500//o75HHfr23sgeqIeUPwjKY0V9Ppi.jpg,https://www.imdb.com/title/tt0110647/
129,Pie in the Sky (1996),1996,https://image.tmdb.org/t/p/w500//iZs2BzP1nbrcHCDX3QEHa3Nn0y4.jpg,https://www.imdb.com/title/tt0114131/
130,Angela (1995),1995,https://image.tmdb.org/t/p/w500//1UxqC7TS1o1hzaPkc1Q0LsW0yUS.jpg,https://www.imdb.com/title/tt0112364/
131,Frankie Starlight (1995),1995,https://image.tmdb.org/t/p/w500//6v3VxWhFsr2Qx8qIQkG4WL3f76X.jpg,https://www.imdb.com/title/tt0113107/
132,Jade (1995),1995,https://image.tmdb.org/t/p/w500//lPkDrz6e5DWkKailsx3mIjtq0GF.jpg,https://www.imdb.com/title/tt0113451/
135,Down Periscope (1996),1996,https://image.tmdb.org/t/p/w500//brleKcHsirTw7lFqcgUMOfgL2nl.jpg,https://www.imdb.com/title/tt0116130/
137,Man of the Year (1995),1995,https://image.tmdb.org/t/p/w500//jVO3Gvsdqe5C9Jr7cE1fSOtW2Op.jpg,https://www.imdb.com/title/tt0113756/
140,Up Close and Personal (1996),1996,https://image.tmdb.org/t/p/w500//2yf1pCiQk6JMy4k5zxf39YXQxGB.jpg,https://www.imdb.com/title/tt0118055/
141,"Birdcage, The (1996)",1996,https://image.tmdb.org/t/p/w500//3dmm0zq08GFrUlswetgaVirhMJo.jpg,https://www.imdb.com/title/tt0115685/
144,"Brothers McMullen, The (1995)",1995,https://image.tmdb.org/t/p/w500//6oWsOJP0ed5gs8n2UywcailoxFN.jpg,https://www.imdb.com/title/tt0112585/
145,Bad Boys (1995),1995,https://image.tmdb.org/t/p/w500//x1ygBecKHfXX4M2kRhmFKWfWbJc.jpg,https://www.imdb.com/title/tt0112442/
146,"Amazing Panda Adventure, The (1995)",1995,https://image.tmdb.org/t/p/w500//tIK40vCE9i8g4VhyJ3LLr5y1ROJ.jpg,https://www.imdb.com/title/tt0112342/
147,"Basketball Diaries, The (1995)",1995,https://image.tmdb.org/t/p/w500//AhvO1GGDPIgN0hOqZEgaFCbswMK.jpg,https://www.imdb.com/title/tt0112461/
148,"Awfully Big Adventure, An (1995)",1995,https://image.tmdb.org/t/p/w500//tfXBuRBMbyu9IF9KCFz3kXeWQDT.jpg,https://www.imdb.com/title/tt0112427/
149,Amateur (1994),1994,https://image.tmdb.org/t/p/w500//b9MEES9I2WNjEWULdKsqiHIGQlC.jpg,https://www.imdb.com/title/tt0109093/
150,Apollo 13 (1995),1995,https://image.tmdb.org/t/p/w500//oYUZHYMwNKnE1ef4WE5Hw2a9OAY.jpg,https://www.imdb.com/title/tt0112384/
151,Rob Roy (1995),1995,https://image.tmdb.org/t/p/w500//4QuypgbNYmPECAAHnV3QY8qEpOz.jpg,https://www.imdb.com/title/tt0114287/
152,"Addiction, The (1995)",1995,https://image.tmdb.org/t/p/w500//1Yy8H2tKQ16mffLFRfxcBHKBdyF.jpg,https://www.imdb.com/title/tt0112288/
153,Batman Forever (1995),1995,https://image.tmdb.org/t/p/w500//mzzNBVwTiiY94xAXDMWJpNPW2US.jpg,https://www.imdb.com/title/tt0112462/
154,Beauty of the Day (Belle de jour) (1967),1967,https://image.tmdb.org/t/p/w500//iUAFECovwPA0cVV9bo4uNGLJSGL.jpg,https://www.imdb.com/title/tt0061395/
155,Beyond Rangoon (1995),1995,https://image.tmdb.org/t/p/w500//xTiy5kSP3Hetig7xB4E8INq5ron.jpg,https://www.imdb.com/title/tt0112495/
156,Blue in the Face (1995),1995,https://image.tmdb.org/t/p/w500//yBFNJA95MNiasdNUPCU6otdtJE8.jpg,https://www.imdb.com/title/tt0112541/
157,Canadian Bacon (1995),1995,https://image.tmdb.org/t/p/w500//bzK2aQ8xUB67kwCR5LHTSY99HtT.jpg,https://www.imdb.com/title/tt0109370/
158,Casper (1995),1995,https://image.tmdb.org/t/p/w500//2ah8fNJFZVU3vcXhU5xfAYi2eym.jpg,https://www.imdb.com/title/tt0112642/
159,Clockers (1995),1995,https://image.tmdb.org/t/p/w500//c79uqLJleho2a7OQayfrW5Ypphf.jpg,https://www.imdb.com/title/tt0112688/
160,Congo (1995),1995,https://image.tmdb.org/t/p/w500//hPNSToNIIpRO6y5Rh973leqQqNr.jpg,https://www.imdb.com/title/tt0112715/
161,Crimson Tide (1995),1995,https://image.tmdb.org/t/p/w500//21nqRJ6ofEgVvEl68J4O9V26Xzy.jpg,https://www.imdb.com/title/tt0112740/
162,Crumb (1994),1994,https://image.tmdb.org/t/p/w500//oJWGWzaYdYG4mkQK6sbus5Tenho.jpg,https://www.imdb.com/title/tt0109508/
163,Desperado (1995),1995,https://image.tmdb.org/t/p/w500//e3gwpBeXpvGZsxUya9zNym5QXrw.jpg,https://www.imdb.com/title/tt0112851/
164,Devil in a Blue Dress (1995),1995,https://image.tmdb.org/t/p/w500//5lcJhwKGavLbPva17QkTBhLfqEk.jpg,https://www.imdb.com/title/tt0112857/
165,Die Hard: With a Vengeance (1995),1995,https://image.tmdb.org/t/p/w500//amwo4CjYKynZ2yKvKMxoiRSsaE1.jpg,https://www.imdb.com/title/tt0112864/
166,"Doom Generation, The (1995)",1995,https://image.tmdb.org/t/p/w500//mcISIatRSaP30WZQh1G4ZqLVWQA.jpg,https://www.imdb.com/title/tt0112887/
167,Feast of July (1995),1995,https://image.tmdb.org/t/p/w500//inUPybROcLlzdG4EQeDIShfFjsD.jpg,https://www.imdb.com/title/tt0113044/
168,First Knight (1995),1995,https://image.tmdb.org/t/p/w500//xuXkCcrvUTkehVXuTGpnfySsx0Z.jpg,https://www.imdb.com/title/tt0113071/
169,Free Willy 2: The Adventure Home (1995),1995,https://image.tmdb.org/t/p/w500//3wpug3W5rYBdqeAnhc1UeXLE5ZF.jpg,https://www.imdb.com/title/tt0113114/
170,Hackers (1995),1995,https://image.tmdb.org/t/p/w500//qfx2EENW1sOpKNVKLzr7VOhlxkt.jpg,https://www.imdb.com/title/tt0113243/
171,Jeffrey (1995),1995,https://image.tmdb.org/t/p/w500//tHcKImp3QqG7UWdv3PzEHZX8oHT.jpg,https://www.imdb.com/title/tt0113464/
172,Johnny Mnemonic (1995),1995,https://image.tmdb.org/t/p/w500//iH8Jgi8qvb7pnBfI8fVGaUbyRna.jpg,https://www.imdb.com/title/tt0113481/
173,Judge Dredd (1995),1995,https://image.tmdb.org/t/p/w500//aja6BILb8Efe4eJksiPs5pHd5ai.jpg,https://www.imdb.com/title/tt0113492/
174,Jury Duty (1995),1995,https://image.tmdb.org/t/p/w500//DbKQDPqBE4kCaePj4CHu6r3ZAb.jpg,https://www.imdb.com/title/tt0113500/
175,Kids (1995),1995,https://image.tmdb.org/t/p/w500//8qV8hUVCUnFIQKewzlhaFWhdszK.jpg,https://www.imdb.com/title/tt0113540/
176,Living in Oblivion (1995),1995,https://image.tmdb.org/t/p/w500//b54xDk98oWtEtAso9sj1wjaZDDH.jpg,https://www.imdb.com/title/tt0113677/
177,Lord of Illusions (1995),1995,https://image.tmdb.org/t/p/w500//miQREwapDUNwfInokjeVLt8BiNM.jpg,https://www.imdb.com/title/tt0113690/
178,Love & Human Remains (1993),1993,https://image.tmdb.org/t/p/w500//voOe21GJ53KBJeG0NIeLS5QEzJX.jpg,https://www.imdb.com/title/tt0107447/
179,Mad Love (1995),1995,https://image.tmdb.org/t/p/w500//glhctWoYw1jg8z0FUSwFD4UTNi4.jpg,https://www.imdb.com/title/tt0113729/
180,Mallrats (1995),1995,https://image.tmdb.org/t/p/w500//q5xdLX9qZmKgrKFIjVsaTlfVQbC.jpg,https://www.imdb.com/title/tt0113749/
181,Mighty Morphin Power Rangers: The Movie (1995),1995,https://image.tmdb.org/t/p/w500//h18blchYYeoAfQHsEMGYUNbht0C.jpg,https://www.imdb.com/title/tt0113820/
183,Mute Witness (1994),1994,https://image.tmdb.org/t/p/w500//kfCIZNpb2bWspnQNkIQftQlksCU.jpg,https://www.imdb.com/title/tt0110604/
184,Nadja (1994),1994,https://image.tmdb.org/t/p/w500//sIZl6Oy5nn4kHKHamX50tSPF4Ob.jpg,https://www.imdb.com/title/tt0110620/
